Achieved_Revenue,Optimal_Revenue,Difference,Run_Number
74484.0,98250.0,24.2,114
79176.0,104232.0,24.0,115
78630.0,99636.0,21.1,116
86508.0,103350.0,16.3,117
84468.0,103932.0,18.7,118
85980.0,100968.0,14.8,119
74844.0,98226.0,23.8,120
79932.0,106980.0,25.3,121
77592.0,115734.0,33.0,122
72036.0,72036.0,0.0,123
79956.0,108654.0,26.4,124
76152.0,107670.0,29.3,125
73728.0,91128.0,19.1,126
18132.0,18804.0,3.6,127
74424.0,80592.0,7.7,128
85134.0,116448.0,26.9,129
74568.0,107490.0,30.6,130
78468.0,104352.0,24.8,131
74364.0,75504.0,1.5,132
78726.0,97704.0,19.4,133
73584.0,85200.0,13.6,134
73944.0,97224.0,23.9,135
78324.0,89580.0,12.6,136
81486.0,99108.0,17.8,137
76128.0,99096.0,23.2,138
74304.0,102024.0,27.2,139
78876.0,120000.0,34.3,140
84360.0,117648.0,28.3,141
79728.0,99810.0,20.1,142
87144.0,111024.0,21.5,143
79416.0,112212.0,29.2,144
78846.0,109740.0,28.2,145
30900.0,33000.0,6.4,146
81900.0,109446.0,25.2,147
84048.0,99912.0,15.9,148
74406.0,90150.0,17.5,149
78318.0,85092.0,8.0,150
78108.0,115788.0,32.5,151
78288.0,117762.0,33.5,152
77136.0,102534.0,24.8,153
73656.0,87960.0,16.3,154
78210.0,90828.0,13.9,155
79548.0,99492.0,20.0,156
78252.0,115392.0,32.2,157
76260.0,102252.0,25.4,158
67956.0,68784.0,1.2,159
67044.0,67044.0,0.0,160
78372.0,104934.0,25.3,161
77784.0,95688.0,18.7,162
83574.0,113262.0,26.2,163
80412.0,105174.0,23.5,164
81306.0,104526.0,22.2,165
84156.0,104208.0,19.2,166
74400.0,102102.0,27.1,167
74112.0,102210.0,27.5,168
74328.0,101946.0,27.1,169
77124.0,109380.0,29.5,170
76584.0,102030.0,24.9,171
82692.0,84012.0,1.6,172
81048.0,113880.0,28.8,173
58644.0,59232.0,1.0,174
75624.0,104790.0,27.8,175
77712.0,113694.0,31.6,176
97440.0,118890.0,18.0,177
77028.0,112872.0,31.8,178
76560.0,110148.0,30.5,179
74352.0,100974.0,26.4,180
52284.0,54240.0,3.6,181
80628.0,103194.0,21.9,182
78336.0,89340.0,12.3,183
77754.0,79032.0,1.6,184
79278.0,113076.0,29.9,185
77982.0,91248.0,14.5,186
44820.0,44820.0,0.0,187
78072.0,119094.0,34.4,188
74112.0,99750.0,25.7,189
74592.0,104298.0,28.5,190
58380.0,60552.0,3.6,191
83700.0,111768.0,25.1,192
76200.0,88248.0,13.7,193
73776.0,92748.0,20.5,194
73920.0,95460.0,22.6,195
76074.0,97662.0,22.1,196
79560.0,105426.0,24.5,197
81708.0,115146.0,29.0,198
74622.0,90480.0,17.5,199
74748.0,83736.0,10.7,200
43764.0,43764.0,0.0,201
82248.0,105234.0,21.8,202
73920.0,98526.0,25.0,203
75336.0,78636.0,4.2,204
89358.0,107742.0,17.1,205
80964.0,114978.0,29.6,206
74304.0,106770.0,30.4,207
74232.0,106206.0,30.1,208
81156.0,104892.0,22.6,209
73440.0,89388.0,17.8,210
79236.0,92268.0,14.1,211
78024.0,101394.0,23.0,212
83484.0,96564.0,13.5,213
87774.0,120000.0,26.9,214
80598.0,84816.0,5.0,215
76656.0,110820.0,30.8,216
77748.0,102114.0,23.9,217
82212.0,120000.0,31.5,218
73656.0,96444.0,23.6,219
73872.0,98256.0,24.8,220
77166.0,94800.0,18.6,221
74208.0,104514.0,29.0,222
76026.0,78432.0,3.1,223
75312.0,120000.0,37.2,224
78066.0,82722.0,5.6,225
73752.0,84372.0,12.6,226
73488.0,83904.0,12.4,227
81048.0,115068.0,29.6,228
74016.0,100338.0,26.2,229
85818.0,105780.0,18.9,230
78228.0,107676.0,27.3,231
76872.0,92292.0,16.7,232
83184.0,100236.0,17.0,233
74868.0,83856.0,10.7,234
81912.0,103176.0,20.6,235
75120.0,119154.0,37.0,236
78594.0,93312.0,15.8,237
77280.0,107568.0,28.2,238
74928.0,120000.0,37.6,239
57384.0,60600.0,5.3,240
74016.0,102882.0,28.1,241
79092.0,99510.0,20.5,242
74592.0,107640.0,30.7,243
53076.0,53892.0,1.5,244
78792.0,105276.0,25.2,245
74892.0,93444.0,19.9,246
75996.0,84672.0,10.2,247
74064.0,96024.0,22.9,248
77964.0,110946.0,29.7,249
77124.0,83832.0,8.0,250
75264.0,118104.0,36.3,251
75504.0,90660.0,16.7,252
76968.0,112368.0,31.5,253
82680.0,101430.0,18.5,254
78270.0,97296.0,19.6,255
74088.0,101376.0,26.9,256
62112.0,62112.0,0.0,257
82164.0,97482.0,15.7,258
73488.0,79860.0,8.0,259
84888.0,106302.0,20.1,260
73632.0,89388.0,17.6,261
74400.0,108330.0,31.3,262
74400.0,110982.0,33.0,263
74616.0,110622.0,32.5,264
76116.0,94680.0,19.6,265
74400.0,110652.0,32.8,266
74700.0,89172.0,16.2,267
77544.0,120000.0,35.4,268
85494.0,104292.0,18.0,269
78768.0,107376.0,26.6,270
74088.0,99318.0,25.4,271
8190.0,8460.0,3.2,272
84846.0,119340.0,28.9,273
75048.0,99888.0,24.9,274
84588.0,120000.0,29.5,275
75108.0,86952.0,13.6,276
82332.0,100434.0,18.0,277
77868.0,101760.0,23.5,278
73560.0,91296.0,19.4,279
68166.0,73152.0,6.8,280
75624.0,90324.0,16.3,281
78732.0,100380.0,21.6,282
76560.0,118008.0,35.1,283
74544.0,107892.0,30.9,284
76968.0,98106.0,21.5,285
80196.0,111108.0,27.8,286
78576.0,84300.0,6.8,287
88224.0,105684.0,16.5,288
79104.0,98274.0,19.5,289
74664.0,109134.0,31.6,290
77376.0,100674.0,23.1,291
78384.0,117558.0,33.3,292
73488.0,89400.0,17.8,293
77988.0,120000.0,35.0,294
84324.0,104940.0,19.6,295
78492.0,99552.0,21.2,296
75480.0,98892.0,23.7,297
77436.0,103704.0,25.3,298
78528.0,95964.0,18.2,299
75078.0,88908.0,15.6,300
77364.0,114858.0,32.6,301
75270.0,99744.0,24.5,302
78024.0,114588.0,31.9,303
74964.0,94008.0,20.3,304
87258.0,108654.0,19.7,305
74760.0,114330.0,34.6,306
76308.0,80298.0,5.0,307
38010.0,40620.0,6.4,308
77088.0,110280.0,30.1,309
74790.0,89220.0,16.2,310
72756.0,75276.0,3.3,311
75672.0,75816.0,0.2,312
75168.0,95604.0,21.4,313
74256.0,107478.0,30.9,314
80700.0,120000.0,32.8,315
73704.0,81612.0,9.7,316
77826.0,100746.0,22.8,317
78330.0,103278.0,24.2,318
78132.0,97716.0,20.0,319
82848.0,113676.0,27.1,320
82620.0,108228.0,23.7,321
79380.0,93960.0,15.5,322
75552.0,96012.0,21.3,323
88458.0,105456.0,16.1,324
75072.0,112332.0,33.2,325
82128.0,101424.0,19.0,326
80268.0,103086.0,22.1,327
81996.0,120000.0,31.7,328
75240.0,97620.0,22.9,329
76164.0,101088.0,24.7,330
62586.0,67176.0,6.8,331
77100.0,111996.0,31.2,332
76032.0,83808.0,9.3,333
76128.0,110184.0,30.9,334
83256.0,99504.0,16.3,335
78216.0,106530.0,26.6,336
41304.0,42684.0,3.2,337
76428.0,88872.0,14.0,338
78882.0,107238.0,26.4,339
80304.0,115566.0,30.5,340
74088.0,100992.0,26.6,341
75000.0,117258.0,36.0,342
77778.0,100770.0,22.8,343
74712.0,93018.0,19.7,344
76920.0,104928.0,26.7,345
75264.0,100614.0,25.2,346
81468.0,109182.0,25.4,347
77292.0,109272.0,29.3,348
74904.0,115524.0,35.2,349
76704.0,106362.0,27.9,350
74904.0,111348.0,32.7,351
73872.0,85548.0,13.6,352
69288.0,69288.0,0.0,353
73704.0,95016.0,22.4,354
75504.0,120000.0,37.1,355
75744.0,92208.0,17.9,356
75900.0,90528.0,16.2,357
74256.0,99528.0,25.4,358
75120.0,101760.0,26.2,359
74208.0,105132.0,29.4,360
75144.0,88656.0,15.2,361
85140.0,94296.0,9.7,362
80796.0,120000.0,32.7,363
36768.0,37308.0,1.4,364
73536.0,84936.0,13.4,365
75264.0,120000.0,37.3,366
74544.0,110682.0,32.7,367
86760.0,113130.0,23.3,368
82692.0,115434.0,28.4,369
82584.0,110148.0,25.0,370
74304.0,109830.0,32.3,371
82020.0,120000.0,31.6,372
75552.0,102114.0,26.0,373
75192.0,120000.0,37.3,374
76284.0,80556.0,5.3,375
82356.0,105546.0,22.0,376
81288.0,114516.0,29.0,377
81060.0,102612.0,21.0,378
76434.0,97320.0,21.5,379
74544.0,110634.0,32.6,380
74544.0,75720.0,1.6,381
98772.0,114402.0,13.7,382
74064.0,101094.0,26.7,383
77844.0,94980.0,18.0,384
77256.0,81192.0,4.8,385
75036.0,81216.0,7.6,386
83232.0,103932.0,19.9,387
76284.0,100008.0,23.7,388
84324.0,120000.0,29.7,389
78834.0,120000.0,34.3,390
73968.0,104244.0,29.0,391
87978.0,108510.0,18.9,392
80088.0,106152.0,24.6,393
77496.0,120000.0,35.4,394
79938.0,111774.0,28.5,395
47184.0,48372.0,2.5,396
75936.0,105480.0,28.0,397
74328.0,105210.0,29.4,398
78150.0,107424.0,27.3,399
82056.0,120000.0,31.6,400
47394.0,50940.0,7.0,401
74328.0,100218.0,25.8,402
